fetch_date,warehouse_id,date,temp_max,temp_min,precipitation,wind_speed,weather_code
2026-06-25,tijuana,2026-07-02,22.0,16.6,0.0,18.4,1
2026-07-01,tijuana,2026-07-01,20.7,16.2,0.0,14.6,3
2026-07-01,tijuana,2026-07-02,20.7,15.5,1.2,15.2,51
2026-07-01,tijuana,2026-07-03,24.6,15.3,0.0,16.5,3
2026-07-01,tijuana,2026-07-04,23.4,18.1,0.0,14.7,3
2026-07-01,tijuana,2026-07-05,23.9,18.2,0.0,16.0,0
2026-07-01,tijuana,2026-07-06,24.0,18.2,0.0,15.9,1
2026-07-01,tijuana,2026-07-07,25.0,18.0,0.0,13.8,1
2026-07-01,tijuana,2026-07-08,23.8,18.9,0.0,16.2,0
2026-07-03,tijuana,2026-07-03,22.6,16.1,0.0,15.9,3
2026-07-03,tijuana,2026-07-04,23.6,16.0,0.0,13.0,3
2026-07-03,tijuana,2026-07-05,24.5,18.3,0.0,16.6,3
2026-07-03,tijuana,2026-07-06,24.4,18.4,0.0,16.9,0
2026-07-03,tijuana,2026-07-07,25.4,18.5,0.0,14.0,0
2026-07-03,tijuana,2026-07-08,26.5,19.0,0.0,12.7,0
2026-07-03,tijuana,2026-07-09,24.9,19.9,0.0,15.6,0
2026-07-03,tijuana,2026-07-10,24.2,19.1,0.0,16.0,2
2026-07-06,tijuana,2026-07-06,23.3,17.0,0.0,18.4,3
2026-07-06,tijuana,2026-07-07,24.1,15.9,0.0,16.5,45
2026-07-06,tijuana,2026-07-08,26.4,18.7,0.0,13.1,0
2026-07-06,tijuana,2026-07-09,24.9,19.5,0.0,15.2,0
2026-07-06,tijuana,2026-07-10,24.8,19.0,0.0,17.9,1
2026-07-06,tijuana,2026-07-11,24.4,19.4,0.0,15.1,3
2026-07-06,tijuana,2026-07-12,23.7,19.7,0.0,12.1,3
2026-07-06,tijuana,2026-07-13,24.4,18.9,0.0,15.5,2
2026-07-07,tijuana,2026-07-07,23.7,15.4,0.0,16.3,3
2026-07-07,tijuana,2026-07-08,25.3,15.9,0.0,15.4,45
2026-07-07,tijuana,2026-07-09,24.6,19.0,0.0,17.1,0
2026-07-07,tijuana,2026-07-10,24.9,19.2,0.0,18.2,0
2026-07-07,tijuana,2026-07-11,24.7,19.0,0.0,15.6,3
2026-07-07,tijuana,2026-07-12,25.7,19.6,0.0,14.9,3
2026-07-07,tijuana,2026-07-13,27.1,19.9,0.0,14.2,3
2026-07-07,tijuana,2026-07-14,27.2,21.4,0.0,11.1,3
2026-07-08,tijuana,2026-07-08,24.8,16.9,0.0,15.9,45
2026-07-08,tijuana,2026-07-09,25.2,14.6,0.0,15.1,3
2026-07-08,tijuana,2026-07-10,24.2,14.6,0.0,17.4,45
2026-07-08,tijuana,2026-07-11,23.6,18.7,0.0,16.4,3
2026-07-08,tijuana,2026-07-12,25.3,19.4,0.0,15.1,3
2026-07-08,tijuana,2026-07-13,25.8,20.0,0.0,9.7,3
2026-07-08,tijuana,2026-07-14,28.2,20.4,0.0,14.2,2
2026-07-08,tijuana,2026-07-15,29.2,21.9,0.0,12.8,3
